en	phntc	id	ati
assuage	ə@sweidʒ	425	@-a@s-@v-ei@d-@r-
assume	ə@sju:m	426	@-a@s-@y-u@-
assumption	ə@sʌmpʃən	427	@-a@s-a@-@p-@sh-en
assure	ə@ʃuə	428	@-a@sh-o
assured	ə@ʃuəd	429	@-a@sh-o@d-
asterisk	æstərisk	430	@-e@s-@t-a@rw-ei@s-@k-
asteroid	æstərɔid	431	@-e@s-@t-a@rw-eo@d-
asthma	æsmə	432	@-e@s-@-a
astound	əs@taund	433	@-a@s-@t-@d-
astray	əs@trei	434	@-a@s-@t-@rw-ei
astringent	əs@trindʒənt	435	@-a@s-@t-@rw-@d-@r-en@t-
astrolabe	æstrəleib	436	@-e@s-@t-@rw-a@l-ei@b-
astrology	ə@strɔlədʒi	437	@-a@s-@t-@rw-eo@l-a@d-@r-ei
astronomical	æstrə@nɔmik(ə)l	438	@-e@s-@t-@rw-en@-eo@-ei@k-@-a@-@l-
astute	ə@stju:t	439	@-a@s-@t-@y-u@t-
asunder	ə@sʌndə(r)	440	@-a@s-@d-a@-@-
asylum	ə@sailəm	441	@-a@s-ai@l-a@-
asymmetric	æsi@metrik	442	@-e@s-ei@-e@t-@rw-ei@k-
athletics	æθ@letiks	443	@-e@s-@l-e@t-ei@k-@s-
atonal	ei@təunl	444	@-ei@t-@l-
atrocious	ə@trəuʃəs	445	@-a@t-@rw-eu@sh-a@s-
atrocity	ə@trɔsiti	446	@-a@t-@rw-eo@s-ei@t-ei
atrophy	ætrəfi	447	@-e@t-@rw-a@f-ei
attach	ə@tætʃ	448	@-a@t-e@t-@sh-
attain	ə@tein	449	@-a@t-
attainment	ə@teinmənt	450	@-a@t-@-en@t-
attenuate	ə@tenjueit	451	@-a@t-@y-u@-ei@t-
attest	ə@test	452	@-a@t-e@s-@t-
attic	ætik	453	@-e@t-ei@k-
attorney	ə@tə:ni	454	@-a@t-@-ei
attribute	ə@tribju(:)t	455	@-a@t-@rw-ei@b-@y-u@-@-@-@t-
attune	ə@tju:n	456	@-a@t-@y-
auction	ɔ:kʃən	457	@-eo@k-@sh-en
audacious	ɔ:@deiʃəs	458	@-eo@d-ei@sh-a@s-
audible	ɔ:dəbl	459	@-eo@d-a@b-@l-
audience	ɔ:djəns	460	@-eo@d-@y-en@s-
audit	ɔ:dit	461	@-eo@d-ei@t-
auditorium	ɔ:di@tɔ:riəm	462	@-eo@d-ei@t-eo@rw-ei@-
augment	ɔ:ɡ@ment	463	@-eo@-@-@t-
augur	ɔ:ɡə	464	@-eo@-a
augury	ɔ:ɡjuri	465	@-eo@-@y-u@rw-ei
august	ɔ:@ɡʌst	466	@-eo@-a@s-@t-
auspices	ɔ:spisiz	467	@-eo@s-@p-ei@s-ei@z-
auspicious	ɔ:s@piʃəs	468	@-eo@s-@p-ei@sh-a@s-
austere	ɔs@tiə	469	@-eo@s-@t-ei
austerity	ɔs@teriti	470	@-eo@s-@t-e@rw-ei@t-ei
authentic	ɔ:@θentik	471	@-eo@s-@t-ei@k-
authenticity	ɔ:θen@tisiti	472	@-eo@s-@t-ei@s-ei@t-ei
authoritarian	ɔ:@θɔri@teəriən	473	@-eo@s-eo@rw-ei@t-e@-a@rw-
authorization	ɔ:θərai@zeiʃən	474	@-eo@s-a@rw-ai@z-ei@sh-en
autobiography	ɔ:təbai@ɔɡrəfi	475	@-eo@t-a@b-ai@-eo@-@rw-a@f-ei
autocracy	ɔ:@tɔkrəsi	476	@-eo@t-eo@k-@rw-a@s-ei
autocrat	ɔ:təukræt	477	@-eo@t-eu@k-@rw-e@t-
autonomous	ɔ:@tɔnəməs	478	@-eo@t-@-a@-a@s-
autonomy	ɔ:@tɔnəmi	479	@-eo@t-@-a@-ei
auxiliary	ɔ:ɡ@ziljəri	480	@-eo@-@z-ei@l-@y-a@rw-ei
available	ə@veiləbl	481	@-a@v-ei@l-a@b-@l-
avalanche	ævə@lɑ:nʃ	482	@-e@v-a@l-@sh-
avant-garde	ævəŋ@ɡɑ:d	483	@-e@v-a@ng-@-a@d-
avarice	ævəris	484	@-e@v-a@rw-ei@s-
avaricious	ævə@riʃəs	485	@-e@v-a@rw-ei@sh-a@s-
avenge	ə@vendʒ	486	@-a@v-@d-@r-
aver	ə@və:	487	@-a@v-a
averse	ə@və:s	488	@-a@v-a@s-
aversion	ə@və:ʃən	489	@-a@v-a@sh-en
avert	ə@və:t	490	@-a@v-a@t-
aviary	eivjəri	491	@-ei@v-@y-a@rw-ei
avid	ævid	492	@-e@v-ei@d-
avoid	ə@vɔid	493	@-a@v-eo@d-
avow	ə@vau	494	@-a@v-ao
awe	ɔ:	495	@-eo
awe-inspiring	ɔ:in@spaiəriŋ	496	@-eo@-@s-@p-ai@-a@rw-ei@ng-
awkward	ɔ:kwəd	497	@-eo@k-@v-a@d-
awl	ɔ:l	498	@-eo@l-
awning	ɔ:niŋ	499	@-@-ei@ng-
awry	ə@rai	500	@-a@rw-ai
axiom	æksiəm	501	@-e@k-@s-ei@-
axis	æksis	502	@-e@k-@s-ei@s-
axle	æksl	503	@-e@k-@s-@l-
babble	bæbl	504	@b-e@b-@l-
backdrop	bækdrɔp	505	@b-e@k-@d-@rw-eo@p-
backhanded	bæk@hændid	506	@b-e@k-@h-e@d-ei@d-
backset	bækset	507	@b-e@k-@s-e@t-
bacteria	bæk@tiəriə	508	@b-e@k-@t-ei@rw-ei
bacterium	bæk@tiəriəm	509	@b-e@k-@t-ei@rw-ei@-
badge	bædʒ	510	@b-e@d-@r-
badger	bædʒə	511	@b-e@d-@r-a
badinage	bædinɑ:ʒ	512	@b-e@d-@-a@r-
bail	beil	513	@b-ei@l-
bait	beit	514	@b-ei@t-
bale	beil	515	@b-ei@l-
baleful	beilful	516	@b-ei@l-@f-u@l-
balk	bɔ:lk	517	@b-eo@l-@k-
ballad	bæləd	518	@b-e@l-a@d-
ballast	bæləst	519	@b-e@l-a@s-@t-
ballerina	bælə@ri:nə	520	@b-e@l-a@rw-@-a
balloon	bə@lu:n	521	@b-a@l-
ballot	bælət	522	@b-e@l-a@t-
balm	bɑ:m	523	@b-a@-
balmy	bɑ:mi	524	@b-a@-ei
ban	bɑ:n	525	@b-
banal	bə@nɑ:l	526	@b-en@-a@l-
band	bænd	527	@b-e@d-
bandage	bændidʒ	528	@b-e@d-ei@d-@r-
bane	bein	529	@b-
banish	bæniʃ	530	@b-e@-ei@sh-
banister	bænistə	531	@b-e@-ei@s-@t-a
bankrupt	bæŋkrʌpt	532	@b-e@ng-@k-@rw-a@p-@t-
banquet	bæŋkwit	533	@b-e@ng-@k-@v-ei@t-
banter	bæntə	534	@b-e@t-a
bar	bɑ:(r)	535	@b-a@-@-
barb	bɑ:b	536	@b-a@b-
barbarous	bɑ:bərəs	537	@b-a@b-a@rw-a@s-
barbecue	bɑ:bikju:	538	@b-a@b-ei@k-@y-u
bard	bɑ:d	539	@b-a@d-
bare	beə	540	@b-e@-a
barefaced	beə@feist	541	@b-e@-a@f-ei@s-@t-
bargain	bɑ:ɡin	542	@b-a@-
barge	bɑ:dʒ	543	@b-a@d-@r-
bark	bɑ:k	544	@b-a@k-
barn	bɑ:n	545	@b-
baroque	bə@rəuk	546	@b-a@rw-eu@k-
barrage	bærɑ:ʒ	547	@b-e@rw-a@r-
barren	bærən	548	@b-e@rw-en
barricade	bæri@keid	549	@b-e@rw-ei@k-ei@d-
barrier	bæriə	550	@b-e@rw-ei
barter	bɑ:tə	551	@b-a@t-a
base	beis	552	@b-ei@s-
bask	bɑ:sk	553	@b-a@s-@k-
baste	beist	554	@b-ei@s-@t-
batch	bætʃ	555	@b-e@t-@sh-
bathetic	bə@θetik	556	@b-a@s-e@t-ei@k-
baton	bætən	557	@b-e@t-en
battalion	bə@tæljən	558	@b-a@t-e@l-@y-en
bauxite	bɔ:ksait	559	@b-eo@k-@s-ai@t-
bawdy	bɔ:di	560	@b-eo@d-ei
bazaar	bə@zɑ:	561	@b-a@z-a
beacon	bi:kən	562	@b-ei@k-en
beam	bi:m	563	@b-ei@-
bearing	beəriŋ	564	@b-e@-a@rw-ei@ng-
beat	bi:t	565	@b-ei@t-
bedeck	bi@dek	566	@b-ei@d-e@k-
bedlam	bedləm	567	@b-e@d-@l-a@-
befuddlement	bi@fʌdəlmənt	568	@b-ei@f-a@d-a@l-@-en@t-
begrudge	bi@ɡrʌdʒ	569	@b-ei@-@rw-a@d-@r-
beholder	bi@həuldə(r)	570	@b-ei@h-eu@l-@d-a@-@-
behoove	bi@həuv	571	@b-ei@h-eu@v-
belabor	bi@leibə	572	@b-ei@l-ei@b-a
belated	bi@leitid	573	@b-ei@l-ei@t-ei@d-
beleaguer	bi@li:ɡə	574	@b-ei@l-ei@-a
belie	bi@lai	575	@b-ei@l-ai
belittle	bi@litl	576	@b-ei@l-ei@t-@l-
bellicose	beləkəus	577	@b-e@l-a@k-eu@s-
belligerence	bi@lidʒərəns	578	@b-ei@l-ei@d-@r-a@rw-en@s-
bellwether	bel@weðə	579	@b-e@l-@v-e@z-a
bench	bentʃ	580	@b-@t-@sh-
bend	bend	581	@b-@d-
benediction	beni@dikʃən	582	@b-@-ei@d-ei@k-@sh-en
benefactor	benifæktə	583	@b-@-ei@f-e@k-@t-a
benevolent	bi@nevələnt	584	@b-@-e@v-a@l-en@t-
benign	bi@nain	585	@b-@-
benison	benizn	586	@b-@-ei@z-
bent	bent	587	@b-@t-
bequeath	bi@kwi:ð	588	@b-ei@k-@v-ei@z-
bequest	bi@kwest	589	@b-ei@k-@v-e@s-@t-
berate	bi@reit	590	@b-ei@rw-ei@t-
bereft	bi@reft	591	@b-ei@rw-e@f-@t-
beset	bi@set	592	@b-ei@s-e@t-
besiege	bi@si:dʒ	593	@b-ei@s-ei@d-@r-
besmirch	bi@smə:tʃ	594	@b-ei@s-@-a@t-@sh-
bestial	bestjəl	595	@b-e@s-@t-@y-a@l-
bestow	bi@stəu	596	@b-ei@s-@t-eu
betray	bi@trei	597	@b-ei@t-@rw-ei
betroth	bi@trəuð	598	@b-ei@t-@rw-eu@z-
beverage	bevəridʒ	599	@b-e@v-a@rw-ei@d-@r-
bewilder	bi@wildə	600	@b-ei@v-ei@l-@d-a
bewildering	bi@wildəriŋ	601	@b-ei@v-ei@l-@d-a@rw-ei@ng-
bibliography	bibli@ɔɡrəfi	602	@b-ei@b-@l-ei@-eo@-@rw-a@f-ei
bibliophile	bibliəufail	603	@b-ei@b-@l-ei@-u@f-ai@l-
bicker	bikə	604	@b-ei@k-a
bid	bid	605	@b-ei@d-
bifurcate	baifə:keit	606	@b-ai@f-a@k-ei@t-
bigot	biɡət	607	@b-ei@-a@t-
bile	bail	608	@b-ai@l-
bilingual	bai@liŋɡwəl	609	@b-ai@l-ei@ng-@-@v-a@l-
bilk	bilk	610	@b-ei@l-@k-
billowy	biləui	611	@b-ei@l-eu@-ei
bin	bin	612	@b-
biosphere	baiəsfiə	613	@b-ai@-a@s-@f-ei
biped	baiped	614	@b-ai@p-e@d-
bit	bit	615	@b-ei@t-
bizarre	bi@zɑ:	616	@b-ei@z-a
blade	bleid	617	@b-@l-ei@d-
blanch	blɑ:ntʃ	618	@b-@l-@t-@sh-
bland	blænd	619	@b-@l-e@d-
blandishment	blændiʃmənt	620	@b-@l-e@d-ei@sh-@-en@t-
blasphemy	blæsfimi	621	@b-@l-e@s-@f-ei@-ei
blast	blɑ:st	622	@b-@l-a@s-@t-
blatant	bleitənt	623	@b-@l-ei@t-en@t-
blazon	bleizn	624	@b-@l-ei@z-
bleach	bli:tʃ	625	@b-@l-ei@t-@sh-
bleak	bli:k	626	@b-@l-ei@k-
blemish	blemiʃ	627	@b-@l-e@-ei@sh-
blight	blait	628	@b-@l-ai@t-
blighted	blaitid	629	@b-@l-ai@t-ei@d-
bliss	blis	630	@b-@l-ei@s-
blissful	blisfuls	631	@b-@l-ei@s-@f-u@l-@s-
blithe	blaið	632	@b-@l-ai@z-
blizzard	blizəd	633	@b-@l-ei@z-a@d-
blockade	blɔ@keid	634	@b-@l-eo@k-ei@d-
blockage	blɔkidʒ	635	@b-@l-eo@k-ei@d-@r-
blooming	blu:miŋ	636	@b-@l-u@-ei@ng-
blotch	blɔtʃ	637	@b-@l-eo@t-@sh-
blowhard	bləuhɑ:d	638	@b-@l-eu@h-a@d-
blue	blu:	639	@b-@l-u
blueprint	blu:@print	640	@b-@l-u@p-@rw-@t-
blunder	blʌndə	641	@b-@l-@d-a
blunt	blʌnt	642	@b-@l-@t-
blur	blə:	643	@b-@l-a
blurb	blə:b	644	@b-@l-a@b-
blurt	blə:t	645	@b-@l-a@t-
blush	blʌʃ	646	@b-@l-a@sh-
bluster	blʌstə	647	@b-@l-a@s-@t-a
blustering	blʌstəriŋ	648	@b-@l-a@s-@t-a@rw-ei@ng-
boast	bəust	649	@b-eu@s-@t-
bodyguard	bɔdiɡɑ:d	650	@b-eo@d-ei@-a@d-
bog	bɔɡ	651	@b-eo@-
boggle	bɔɡl	652	@b-eo@-@l-
bogus	bəuɡəs	653	@b-eu@-a@s-
boisterous	bɔistərəs	654	@b-eo@s-@t-a@rw-a@s-
bolster	bəulstə	655	@b-eu@l-@s-@t-a
bolt	bəult	656	@b-eu@l-@t-
bombast	bɔmbæst	657	@b-eo@-@b-e@s-@t-
bombastic	bɔm@bæstik	658	@b-eo@-@b-e@s-@t-ei@k-
bondage	bɔndidʒ	659	@b-@d-ei@d-@r-
bonnet	bɔnit	660	@b-@-ei@t-
boom	bu:m	661	@b-u@-
boon	bu:n	662	@b-
boor	buə	663	@b-o
boost	bu:st	664	@b-u@s-@t-
bootless	bu:tlis	665	@b-u@t-@l-ei@s-
bore	bɔ:	666	@b-eo
boredom	bɔ:dəm	667	@b-eo@d-a@-
boring	bɔ:riŋ	668	@b-eo@rw-ei@ng-
botany	bɔtəni	669	@b-eo@t-en@-ei
boulder	bəuldə	670	@b-eu@l-@d-a
bouquet	bu(:)kei	671	@b-u@-@-@-@k-ei
bourgeois	bə@dʒɔis	672	@b-a@d-@r-eo@s-
bout	baut	673	@b-ao@t-
boycott	bɔikət	674	@b-eo@k-a@t-
brace	breis	675	@b-@rw-ei@s-
bracelet	breislit	676	@b-@rw-ei@s-@l-ei@t-
bracing	breisiŋ	677	@b-@rw-ei@s-ei@ng-
bracket	brækit	678	@b-@rw-e@k-ei@t-
brag	bræɡ	679	@b-@rw-e@-
braggadocio	bræɡə@dəuʃiəu	680	@b-@rw-e@-a@d-eu@sh-ei@-u
braggart	bræɡət	681	@b-@rw-e@-a@t-
braid	breid	682	@b-@rw-ei@d-
brake	breik	683	@b-@rw-ei@k-
brand	brænd	684	@b-@rw-e@d-
brandish	brændiʃ	685	@b-@rw-e@d-ei@sh-
brash	bræʃ	686	@b-@rw-e@sh-
brassy	bra:si	687	@b-@rw-@-@s-ei
brat	bræt	688	@b-@rw-e@t-
bravado	brə@vɑ:dəu	689	@b-@rw-a@v-a@d-eu
bravura	brə@vjuərə	690	@b-@rw-a@v-@y-o@rw-a
brawl	brɔ:l	691	@b-@rw-eo@l-
brazen	breizn	692	@b-@rw-ei@z-
breach	bri:tʃ	693	@b-@rw-ei@t-@sh-
breadth	bredθ	694	@b-@rw-e@d-@s-
breed	bri:d	695	@b-@rw-ei@d-
bribe	braib	696	@b-@rw-ai@b-
bricklayer	brikleiə(r)	697	@b-@rw-ei@k-@l-ei@-a@-@-
bridle	braidl	698	@b-@rw-ai@d-@l-
brink	briŋk	699	@b-@rw-ei@ng-@k-
brisk	brisk	700	@b-@rw-ei@s-@k-
bristle	brisl	701	@b-@rw-ei@s-@l-
brittle	britl	702	@b-@rw-ei@t-@l-
broach	brəutʃ	703	@b-@rw-eu@t-@sh-
brochure	brəu@ʃjuə	704	@b-@rw-eu@sh-@y-o
broker	brəukə	705	@b-@rw-eu@k-a
bromide	brəumaid	706	@b-@rw-eu@-ai@d-
brood	bru:d	707	@b-@rw-u@d-
brook	bruk	708	@b-@rw-u@k-
browbeat	braubi:t	709	@b-@rw-ao@b-ei@t-
bruise	bru:z	710	@b-@rw-u@z-
bruit	bru:t	711	@b-@rw-u@t-
brunt	brʌnt	712	@b-@rw-@t-
brusque	brʌsk	713	@b-@rw-a@s-@k-
brutal	bru:tl	714	@b-@rw-u@t-@l-
brute	bru:t	715	@b-@rw-u@t-
buck	bʌk	716	@b-a@k-
bucket	bʌkit	717	@b-a@k-ei@t-
bucolic	bju:@kɔlik	718	@b-@y-u@k-eo@l-ei@k-
bud	bʌd	719	@b-a@d-
budge	bʌdʒ	720	@b-a@d-@r-
budget	bʌdʒit	721	@b-a@d-@r-ei@t-
buffoon	bʌ@fu:n	722	@b-a@f-
bulb	bʌlb	723	@b-a@l-@b-
bulge	bʌldʒ	724	@b-a@l-@d-@r-
bulk	bʌlk	725	@b-a@l-@k-
bully	buli	726	@b-u@l-ei
bumptious	bʌmpʃəs	727	@b-a@-@p-@sh-a@s-
bungle	bʌŋɡl	728	@b-a@ng-@-@l-
buoy	bɔi	729	@b-eo
buoyant	bɔiənt	730	@b-eo@-en@t-
bureaucracy	bjuə@rɔkrəsi	731	@b-@y-o@rw-eo@k-@rw-a@s-ei
burgeon	bə:dʒ(ə)n	732	@b-a@d-@r-@-a@-
burial	beriəl	733	@b-e@rw-ei@l-
burlesque	bə:@lesk	734	@b-a@l-e@s-@k-
burnish	bə:niʃ	735	@b-@-ei@sh-
bust	bʌst	736	@b-a@s-@t-
butt	bʌt	737	@b-a@t-
buttress	bʌtris	738	@b-a@t-@rw-ei@s-
byline	bailain	739	@b-ai@l-
byproduct	bai@prɔdʌkt	740	@b-ai@p-@rw-eo@d-a@k-@t-
bystander	baistændə(r)	741	@b-ai@s-@t-e@d-a@-@-
Byzantine	bi@zæntain	742	@b-ei@z-e@t-
cabal	kə@bæl	743	@k-a@b-e@l-
cabinet	kæbinit	744	@k-e@b-@-ei@t-
cache	kæʃ	745	@k-e@sh-
cacophonous	kə@kɔfənəs	746	@k-a@k-eo@f-en@-a@s-
cacophony	kæ@kɔfəni	747	@k-e@k-eo@f-en@-ei
cadet	kə@det	748	@k-a@d-e@t-
cadge	kædʒ	749	@k-e@d-@r-
cajole	kə@dʒəul	750	@k-a@d-@r-eu@l-
calamity	kə@læmiti	751	@k-a@l-e@-ei@t-ei
calcium	kælsiəm	752	@k-e@l-@s-ei@-
calculated	kælkjuleitid	753	@k-e@l-@k-@y-u@l-ei@t-ei@d-
calculating	kælkjuleitiŋ	754	@k-e@l-@k-@y-u@l-ei@t-ei@ng-
calculus	kælkjuləs	755	@k-e@l-@k-@y-u@l-a@s-
caldron	kɔ:drən	756	@k-eo@d-@rw-en
calibrate	kælibreit	757	@k-e@l-ei@b-@rw-ei@t-
calipers	kælipəz	758	@k-e@l-ei@p-a@z-
calligraphy	kə@liɡrəfi	759	@k-a@l-ei@-@rw-a@f-ei
callous	kæləs	760	@k-e@l-a@s-
callow	kæləu	761	@k-e@l-eu
calorie	kæləri	762	@k-e@l-a@rw-ei
calumniate	kə@lʌmnieit	763	@k-a@l-a@-@t-
calumny	kæləmni	764	@k-e@l-a@-ei
cameo	kæmiəu	765	@k-e@-ei@-u
camouflage	kæmuflɑ:ʒ	766	@k-e@-u@f-@l-a@r-
campaign	kæm@pein	767	@k-e@-@p-
canary	kə@neəri	768	@k-en@-e@-a@rw-ei
candid	kændid	769	@k-e@d-ei@d-
candidacy	kændidəsi	770	@k-e@d-ei@d-a@s-ei
candidate	kændidit	771	@k-e@d-ei@d-ei@t-
candor	kændə	772	@k-e@d-a
cane	kein	773	@k-
canine	keinain	774	@k-@-
canny	kæni	775	@k-e@-ei
canon	kænən	776	@k-e@-en
canonical	kə@nɔnikəl	777	@k-en@-@-ei@k-a@l-
canopy	kænəpi	778	@k-e@-a@p-ei
cant	kænt	779	@k-e@t-
cantankerous	kən@tæŋkərəs	780	@k-en@t-e@ng-@k-a@rw-a@s-
canto	kæntəu	781	@k-e@t-eu
canvas	kænvəs	782	@k-e@v-a@s-
canvass	kænvəs	783	@k-e@v-a@s-
canyon	kænjən	784	@k-e@y-en
cape	keip	785	@k-ei@p-
capillary	kə@piləri	786	@k-a@p-ei@l-a@rw-ei
capitulate	kə@pitjuleit	787	@k-a@p-ei@t-@y-u@l-ei@t-
caprice	kə@pri:s	788	@k-a@p-@rw-ei@s-
capricious	kə@priʃəs	789	@k-a@p-@rw-ei@sh-a@s-
capsule	kæpsju:l	790	@k-e@p-@s-@y-u@l-
caption	kæpʃən	791	@k-e@p-@sh-en
captious	kæpʃəs	792	@k-e@p-@sh-a@s-
captivate	kæptiveit	793	@k-e@p-@t-ei@v-ei@t-
capture	kæptʃə	794	@k-e@p-@t-@sh-a
carafe	kə@rɑ:f	795	@k-a@rw-a@f-
carapace	kærəpeis	796	@k-e@rw-a@p-ei@s-
carbohydrate	kɑ:bəu@haidreit	797	@k-a@b-eu@h-ai@d-@rw-ei@t-
carcinogen	kɑ:@sinədʒən	798	@k-a@s-@-a@d-@r-en
cardinal	kɑ:dinəl	799	@k-a@d-@-a@l-
cardiologist	kɑ:di@ɔlədʒist	800	@k-a@d-ei@-eo@l-a@d-@r-ei@s-@t-
caress	kə@res	801	@k-a@rw-e@s-
careworn	keəwɔ:n	802	@k-e@-a@v-
cargo	kɑ:ɡəu	803	@k-a@-eu
caricature	kærikə@tjuə	804	@k-e@rw-ei@k-a@t-@y-o
carnivorous	kɑ:@nivərəs	805	@k-@-ei@v-a@rw-a@s-
carol	kærəl	806	@k-e@rw-a@l-
carouse	kə@rauz	807	@k-a@rw-ao@z-
carp	kɑ:p	808	@k-a@p-
carpenter	kɑ:pintə	809	@k-a@p-@t-a
carrion	kæriən	810	@k-e@rw-
cartographer	kɑ:@tɔɡrəfə	811	@k-a@t-eo@-@rw-a@f-a
cartoon	kɑ:@tu:n	812	@k-a@t-
carve	kɑ:v	813	@k-a@v-
cast	kɑ:st	814	@k-a@s-@t-
caste	kɑ:st	815	@k-a@s-@t-
castigate	kæstiɡeit	816	@k-e@s-@t-ei@-ei@t-
castigation	kæsti@ɡeiʃn	817	@k-e@s-@t-ei@-ei@sh-
casual	kæʒuəl	818	@k-e@r-o@l-
casualty	kæʒjuəlti	819	@k-e@r-@y-o@l-@t-ei
cataclysm	kætəklizəm	820	@k-e@t-a@k-@l-ei@z-a@-
catalog	kætəlɔɡ	821	@k-e@t-a@l-eo@-
catalyst	kætəlist	822	@k-e@t-a@l-ei@s-@t-
catastrophe	kə@tæstrəfi	823	@k-a@t-e@s-@t-@rw-a@f-ei
categorical	kæti@ɡɔrikəl	824	@k-e@t-ei@-eo@rw-ei@k-a@l-
category	kætiɡəri	825	@k-e@t-ei@-a@rw-ei
cater	keitə	826	@k-ei@t-a
caterpillar	kætəpilə	827	@k-e@t-a@p-ei@l-a
catharsis	kæ@θɑ:sis	828	@k-e@s-a@s-ei@s-
cathedral	kə@θi:drəl	829	@k-a@s-ei@d-@rw-a@l-
catholic	kæθəlik	830	@k-e@s-a@l-ei@k-
caucus	kɔ:kəs	831	@k-eo@k-a@s-
caulk	kɔ:k	832	@k-eo@k-
causal	kɔ:zəl	833	@k-eo@z-a@l-
caustic	kɔ:stik	834	@k-eo@s-@t-ei@k-
cauterize	kɔ:təraiz	835	@k-eo@t-a@rw-ai@z-
cavalier	kævə@liə	836	@k-e@v-a@l-ei
cavalry	kævəlri	837	@k-e@v-a@l-@rw-ei
caveat	keiviæt	838	@k-ei@v-ei@-e@t-
cavern	kævən	839	@k-e@v-en
cavil	kævil	840	@k-e@v-ei@l-
cavity	kæviti	841	@k-e@v-ei@t-ei
cavort	kə@vɔ:t	842	@k-a@v-eo@t-
cede	si:d	843	@s-ei@d-
celebrated	selibreitid	844	@s-e@l-ei@b-@rw-ei@t-ei@d-
celebrity	si@lebriti	845	@s-ei@l-e@b-@rw-ei@t-ei
celestial	si@lestjəl	846	@s-ei@l-e@s-@t-@y-a@l-
cellar	selə	847	@s-e@l-a
cello	tʃeləu	848	@t-@sh-e@l-eu
cement	si@ment	849	@s-ei@-@t-
censor	sensə	850	@s-@s-a
census	sensəs	851	@s-@s-a@s-
centaur	sentɔ:	852	@s-@t-eo
centigrade	sentiɡreid	853	@s-@t-ei@-@rw-ei@d-
centralization	sentrəlai@zeiʃən	854	@s-@t-@rw-a@l-ai@z-ei@sh-en
centurion	sen@tjuəriən	855	@s-@t-@y-o@rw-
ceramic	si@ræmik	856	@s-ei@rw-e@-ei@k-
ceramics	si@ræmiks	857	@s-ei@rw-e@-ei@k-@s-
cereal	siəriəl	858	@s-ei@rw-ei@l-
cerebral	seribrəl	859	@s-e@rw-ei@b-@rw-a@l-
ceremonious	seri@məunjəs	860	@s-e@rw-ei@-@y-a@s-
ceremony	seriməni	861	@s-e@rw-ei@-en@-ei
certainty	sə:tənti	862	@s-a@t-en@t-ei
certification	sə:tifi@keiʃən	863	@s-a@t-ei@f-ei@k-ei@sh-en
certitude	sə:titju:d	864	@s-a@t-ei@t-@y-u@d-
cessation	sə@seiʃən	865	@s-a@s-ei@sh-en
cession	seʃən	866	@s-e@sh-en
chafe	tʃeif	867	@t-@sh-ei@f-
chaff	tʃɑ:f	868	@t-@sh-a@f-
chagrin	ʃæɡrin	869	@sh-e@-@rw-
chalice	tʃælis	870	@t-@sh-e@l-ei@s-
chameleon	kə@mi:ljən	871	@k-a@-ei@l-@y-en
champion	tʃæmpjən	872	@t-@sh-e@-@p-@y-en
championship	tʃæmpjənʃip	873	@t-@sh-e@-@p-@y-en@sh-ei@p-
chancellor	tʃɑ:nsələ	874	@t-@sh-@s-a@l-a
chandelier	ʃændi@liə	875	@sh-e@d-ei@l-ei
chant	tʃɑ:nt	876	@t-@sh-@t-
chaos	keiɔs	877	@k-ei@-eo@s-
chapel	tʃæpəl	878	@t-@sh-e@p-a@l-
char	tʃɑ:	879	@t-@sh-a
characteristic	kæriktə@ristik	880	@k-e@rw-ei@k-@t-a@rw-ei@s-@t-ei@k-
characterization	kæriktərai@zeiʃən	881	@k-e@rw-ei@k-@t-a@rw-ai@z-ei@sh-en
characterize	kæriktəraiz	882	@k-e@rw-ei@k-@t-a@rw-ai@z-
charade	ʃə@rɑ:d	883	@sh-a@rw-a@d-
charisma	kə@rizmə	884	@k-a@rw-ei@z-@-a
charitable	tʃæritəbl	885	@t-@sh-e@rw-ei@t-a@b-@l-
charity	tʃæriti	886	@t-@sh-e@rw-ei@t-ei
charlatan	ʃɑ:lətən	887	@sh-a@l-a@t-en
charm	tʃɑ:m	888	@t-@sh-a@-
charter	tʃɑ:tə	889	@t-@sh-a@t-a
chary	tʃeəri	890	@t-@sh-e@-a@rw-ei
chase	tʃeis	891	@t-@sh-ei@s-
chasm	kæzəm	892	@k-e@z-a@-
chaste	tʃeist	893	@t-@sh-ei@s-@t-
chastise	tʃæs@taiz	894	@t-@sh-e@s-@t-ai@z-
chauvinistic	ʃəuvi@nistik	895	@sh-eu@v-@-ei@s-@t-ei@k-
check	tʃek	896	@t-@sh-e@k-
chef	ʃef	897	@sh-e@f-
cherubic	tʃe@ru:bik	898	@t-@sh-e@rw-u@b-ei@k-
chicanery	ʃi@keinəri	899	@sh-ei@k-@-a@rw-ei
chide	tʃaid	900	@t-@sh-ai@d-
chimera	kai@miərə	901	@k-ai@-ei@rw-a
chip	tʃip	902	@t-@sh-ei@p-
chipmunk	tʃipmʌŋk	903	@t-@sh-ei@p-@-a@ng-@k-
chisel	tʃizl	904	@t-@sh-ei@z-@l-
chivalrous	ʃivəlrəs	905	@sh-ei@v-a@l-@rw-a@s-
choice	tʃɔis	906	@t-@sh-eo@s-
choir	kwaiə	907	@k-@v-ai@-a
choke	tʃəuk	908	@t-@sh-eu@k-
choleric	kɔlərik	909	@k-eo@l-a@rw-ei@k-
chord	kɔ:d	910	@k-eo@d-
