en	phntc	id	ati	cc
appall	ə@pɔ:l	316	@-a@p-eo@l-	啊乓了
apparatus	æpə@reitəs	317	@-e@p-a@rw-ei@t-a@s-	鳄趴锐他嘶
apparel	ə@pærəl	318	@-a@p-e@rw-a@l-	啊攀若了
apparition	æpə@riʃən	319	@-e@p-a@rw-ei@sh-en	鳄趴锐申
appeal	ə@pi:l	320	@-a@p-ei@l-	啊胚了
appease	ə@pi:z	321	@-a@p-ei@z-	啊胚nonex
appellation	æpe@leiʃən	322	@-e@p-e@l-ei@sh-en	鳄攀雷申
appetite	æpitait	323	@-e@p-ei@t-ai@t-	鳄胚胎nonex
appetizer	æpitaizə(r)	324	@-e@p-ei@t-ai@z-a@-@-	鳄胚胎伸
appetizing	æpitaiziŋ	325	@-e@p-ei@t-ai@z-ei@ng-	鳄胚胎贼nonex
applaud	ə@plɔ:d	326	@-a@p-@l-eo@d-	啊扑郎的
applause	ə@plɔ:z	327	@-a@p-@l-eo@z-	啊扑郎nonex
applicable	æplikəbl	328	@-e@p-@l-ei@k-a@b-@l-	鳄扑雷劾不了
applicant	æplikənt	329	@-e@p-@l-ei@k-en@t-	鳄扑雷肯nonex
application	æpli@keiʃən	330	@-e@p-@l-ei@k-ei@sh-en	鳄扑雷nonex申
appoint	ə@pɔint	331	@-a@p-@t-	啊扑nonex
apposite	æpəzit	332	@-e@p-a@z-ei@t-	鳄趴贼nonex
appraise	ə@preiz	333	@-a@p-@rw-ei@z-	啊扑锐nonex
appreciable	ə@pri:ʃiəbl	334	@-a@p-@rw-ei@sh-ei@b-@l-	啊扑锐nonex不了
appreciate	ə@pri:ʃieit	335	@-a@p-@rw-ei@sh-@t-	啊扑锐什nonex
apprehend	æpri@hend	336	@-e@p-@rw-ei@h-@d-	鳄扑锐黑的
apprehensive	æpri@hensiv	337	@-e@p-@rw-ei@h-@s-ei@v-	鳄扑锐黑nonexnonex
apprentice	ə@prentis	338	@-a@p-@rw-@t-ei@s-	啊扑入nonex嘶
apprise	ə@praiz	339	@-a@p-@rw-ai@z-	啊扑nonexnonex
approach	ə@prəutʃ	340	@-a@p-@rw-eu@t-@sh-	啊扑nonexnonex什
approbation	æprə@beiʃən	341	@-e@p-@rw-a@b-ei@sh-en	鳄扑若杯申
appropriate	ə@prəuprieit	342	@-a@p-@rw-eu@p-@rw-@t-	啊扑nonex扑入nonex
approximate	ə@prɔksimeit	343	@-a@p-@rw-eo@k-@s-ei@-ei@t-	啊扑nonex磕nonexnonexnonex
apron	eiprən	344	@-ei@p-@rw-en	nonex扑nonex
apropos	æprəpəu	345	@-e@p-@rw-a@p-eu	鳄扑若nonex
apt	æpt	346	@-e@p-@t-	鳄扑nonex
aptitude	æptitju:d	347	@-e@p-@t-ei@t-@y-u@d-	鳄扑nonexnonex豫的
aquatic	ə@kwætik	348	@-a@k-@v-e@t-ei@k-	啊磕弯nonex磕
aqueduct	ækwi@dʌkt	349	@-e@k-@v-ei@d-a@k-@t-	鳄磕危搭磕nonex
aquifer	ækwifə	350	@-e@k-@v-ei@f-a	鳄磕危发
arabesque	ærə@besk	351	@-e@rw-a@b-e@s-@k-	鳄若掰嘶磕
arable	ærəbl	352	@-e@rw-a@b-@l-	鳄若不了
arbiter	ɑ:bitə	353	@-a@b-ei@t-a	啊杯他
arbitrary	ɑ:bitrəri	354	@-a@b-ei@t-@rw-a@rw-ei	啊杯nonex若锐
arbitrate	ɑ:bitreit	355	@-a@b-ei@t-@rw-ei@t-	啊杯nonex锐nonex
arboreal	ɑ:@bɔ:riəl	356	@-a@b-eo@rw-ei@l-	啊邦锐了
arboretum	ɑ:bə@ri:təm	357	@-a@b-a@rw-ei@t-a@-	啊八锐他
arcane	ɑ:@kein	358	@-a@k-	啊磕
arch	ɑ:tʃ	359	@-a@t-@sh-	啊nonex什
archaeology	ɑ:ki@ɔlədʒi	360	@-a@k-ei@-eo@l-a@d-@r-ei	啊nonexnonex垃的nonex
archetype	ɑ:kitaip	361	@-a@k-ei@t-ai@p-	啊nonex胎扑
archipelago	ɑ:ki@peliɡəu	362	@-a@k-ei@p-e@l-ei@-eu	啊nonex攀雷nonex
architect	ɑ:kitekt	363	@-a@k-ei@t-e@k-@t-	啊nonex贪磕nonex
archive	ɑ:kaiv	364	@-a@k-ai@v-	啊开nonex
arctic	ɑ:ktik	365	@-a@k-@t-ei@k-	啊磕nonex磕
ardent	ɑ:dənt	366	@-a@d-en@t-	啊灯nonex
arena	ə@ri:nə	367	@-a@rw-@-a	啊入啊
argot	ɑ:ɡəu	368	@-a@-eu	啊nonex
aria	ɑ:riə	369	@-a@rw-ei	啊锐
arid	ærid	370	@-e@rw-ei@d-	鳄锐的
aristocracy	æris@tɔkrəsi	371	@-e@rw-ei@s-@t-eo@k-@rw-a@s-ei	鳄锐嘶汤磕若nonex
armada	ɑ:@mɑ:də	372	@-a@-a@d-a	啊啊搭
armistice	ɑ:mistis	373	@-a@-ei@s-@t-ei@s-	啊nonex嘶nonex嘶
armory	ɑ:məri	374	@-a@-a@rw-ei	啊啊锐
aroma	ə@rəumə	375	@-a@rw-eu@-a	啊nonex啊
aromatic	ærəu@mætik	376	@-e@rw-eu@-e@t-ei@k-	鳄nonex鳄nonex磕
arouse	ə@rauz	377	@-a@rw-ao@z-	啊nonexnonex
array	ə@rei	378	@-a@rw-ei	啊锐
arrest	ə@rest	379	@-a@rw-e@s-@t-	啊软嘶nonex
arresting	ə@restiŋ	380	@-a@rw-e@s-@t-ei@ng-	啊软嘶nonexnonex
arrhythmic	ə@riðmik	381	@-a@rw-ei@z-@-ei@k-	啊锐nonexnonex磕
arrogance	ærəɡəns	382	@-e@rw-a@-en@s-	鳄若nonex嘶
arrogant	ærəɡənt	383	@-e@rw-a@-en@t-	鳄若nonexnonex
arrogate	ærəuɡeit	384	@-e@rw-eu@-ei@t-	鳄nonexnonexnonex
arroyo	ə@rɔiəu	385	@-a@rw-eo@-eu	啊nonexnonex
arsenal	ɑ:sinl	386	@-a@s-@l-	啊嘶了
arson	ɑ:sn	387	@-a@s-	啊嘶
artery	ɑ:təri	388	@-a@t-a@rw-ei	啊他锐
arthritis	ɑ:@θraitis	389	@-a@s-@rw-ai@t-ei@s-	啊嘶nonexnonex嘶
articulate	ɑ:@tikjulit	390	@-a@t-ei@k-@y-u@l-ei@t-	啊nonex磕豫雷nonex
artifact	ɑ:tifækt	391	@-a@t-ei@f-e@k-@t-	啊nonex帆磕nonex
artifacts	ɑ:tifæks	392	@-a@t-ei@f-e@k-@s-	啊nonex帆磕嘶
artifice	ɑ:tifis	393	@-a@t-ei@f-ei@s-	啊nonex飞嘶
artificial	ɑ:ti@fiʃəl	394	@-a@t-ei@f-ei@sh-a@l-	啊nonex飞霎了
artistry	ɑ:tistri	395	@-a@t-ei@s-@t-@rw-ei	啊nonex嘶nonex锐
artless	ɑ:tlis	396	@-a@t-@l-ei@s-	啊nonex雷嘶
ascendancy	ə@sendənsi	397	@-a@s-@d-en@s-ei	啊嘶灯nonex
ascetic	ə@setik	398	@-a@s-e@t-ei@k-	啊三nonex磕
ascribe	əs@kraib	399	@-a@s-@k-@rw-ai@b-	啊嘶磕nonex不
aseptic	æ@septik	400	@-e@s-e@p-@t-ei@k-	鳄三扑nonex磕
asparagus	əs@pærəɡəs	401	@-a@s-@p-e@rw-a@-a@s-	啊嘶攀若啊嘶
aspect	æspekt	402	@-e@s-@p-e@k-@t-	鳄嘶攀磕nonex
aspen	æspən	403	@-e@s-@p-en	鳄嘶喷
asperity	æs@periti	404	@-e@s-@p-e@rw-ei@t-ei	鳄嘶攀锐nonex
aspersion	əs@pə:ʃən	405	@-a@s-@p-a@sh-en	啊嘶趴申
asphyxiate	æs@fiksieit	406	@-e@s-@f-ei@k-@s-@t-	鳄嘶飞磕嘶nonex
aspirant	əs@paiərənt	407	@-a@s-@p-ai@-a@rw-en@t-	啊嘶拍啊nonexnonex
aspiration	æspə@reiʃən	408	@-e@s-@p-a@rw-ei@sh-en	鳄嘶趴锐申
aspire	əs@paiə	409	@-a@s-@p-ai@-a	啊嘶拍啊
assail	ə@seil	410	@-a@s-ei@l-	啊nonex了
assault	ə@sɔ:lt	411	@-a@s-eo@l-@t-	啊桑了nonex
assay	ə@sei	412	@-a@s-ei	啊nonex
assemble	ə@sembl	413	@-a@s-e@-@b-@l-	啊三不了
assent	ə@sent	414	@-a@s-@t-	啊嘶nonex
assert	ə@sə:t	415	@-a@s-a@t-	啊刹nonex
assertive	ə@sə:tiv	416	@-a@s-a@t-ei@v-	啊刹nonexnonex
assertiveness	ə@sə:tivnis	417	@-a@s-a@t-ei@v-ei@s-	啊刹nonex危嘶
assess	ə@ses	418	@-a@s-e@s-	啊三嘶
assessment	ə@sesmənt	419	@-a@s-e@s-@-en@t-	啊三嘶nonexnonex
asset	æset	420	@-e@s-e@t-	鳄三nonex
assiduous	ə@sidjuəs	421	@-a@s-ei@d-@y-o@s-	啊nonex的哟嘶
assimilate	ə@simileit	422	@-a@s-ei@-ei@l-ei@t-	啊nonexnonex雷nonex
associate	ə@səuʃieit	423	@-a@s-eu@sh-@t-	啊搜什nonex
assorted	ə@sɔ:tid	424	@-a@s-eo@t-ei@d-	啊桑nonex的
assuage	ə@sweidʒ	425	@-a@s-@v-ei@d-@r-	啊嘶危的nonex
assume	ə@sju:m	426	@-a@s-@y-u@-	啊嘶豫
assumption	ə@sʌmpʃən	427	@-a@s-a@-@p-@sh-en	啊刹扑申
assure	ə@ʃuə	428	@-a@sh-o	啊说
assured	ə@ʃuəd	429	@-a@sh-o@d-	啊说的
asterisk	æstərisk	430	@-e@s-@t-a@rw-ei@s-@k-	鳄嘶他锐嘶磕
asteroid	æstərɔid	431	@-e@s-@t-a@rw-eo@d-	鳄嘶他nonex的
asthma	æsmə	432	@-e@s-@-a	鳄嘶啊
astound	əs@taund	433	@-a@s-@t-@d-	啊嘶nonex的
astray	əs@trei	434	@-a@s-@t-@rw-ei	啊嘶nonex锐
astringent	əs@trindʒənt	435	@-a@s-@t-@rw-@d-@r-en@t-	啊嘶nonex入的人nonex
astrolabe	æstrəleib	436	@-e@s-@t-@rw-a@l-ei@b-	鳄嘶nonex若雷不
astrology	ə@strɔlədʒi	437	@-a@s-@t-@rw-eo@l-a@d-@r-ei	啊嘶nonexnonex垃的nonex
astronomical	æstrə@nɔmik(ə)l	438	@-e@s-@t-@rw-en@-eo@-ei@k-@-a@-@l-	鳄嘶nonexnonexnonexnonex磕啊了
astute	ə@stju:t	439	@-a@s-@t-@y-u@t-	啊嘶nonex豫nonex
asunder	ə@sʌndə(r)	440	@-a@s-@d-a@-@-	啊嘶搭
asylum	ə@sailəm	441	@-a@s-ai@l-a@-	啊腮垃
asymmetric	æsi@metrik	442	@-e@s-ei@-e@t-@rw-ei@k-	鳄nonex鳄nonex锐磕
athletics	æθ@letiks	443	@-e@s-@l-e@t-ei@k-@s-	鳄嘶兰nonex磕嘶
atonal	ei@təunl	444	@-ei@t-@l-	nonexnonex了
atrocious	ə@trəuʃəs	445	@-a@t-@rw-eu@sh-a@s-	啊nonexnonex霎嘶
atrocity	ə@trɔsiti	446	@-a@t-@rw-eo@s-ei@t-ei	啊nonexnonexnonexnonex
atrophy	ætrəfi	447	@-e@t-@rw-a@f-ei	鳄nonex若飞
attach	ə@tætʃ	448	@-a@t-e@t-@sh-	啊贪nonex什
attain	ə@tein	449	@-a@t-	啊nonex
attainment	ə@teinmənt	450	@-a@t-@-en@t-	啊nonexnonexnonex
attenuate	ə@tenjueit	451	@-a@t-@y-u@-ei@t-	啊nonex豫nonexnonex
attest	ə@test	452	@-a@t-e@s-@t-	啊贪嘶nonex
attic	ætik	453	@-e@t-ei@k-	鳄nonex磕
attorney	ə@tə:ni	454	@-a@t-@-ei	啊nonexnonex
attribute	ə@tribju(:)t	455	@-a@t-@rw-ei@b-@y-u@-@-@-@t-	啊nonex锐不豫nonex
attune	ə@tju:n	456	@-a@t-@y-	啊nonex一
auction	ɔ:kʃən	457	@-eo@k-@sh-en	nonex磕申
audacious	ɔ:@deiʃəs	458	@-eo@d-ei@sh-a@s-	nonexnonex霎嘶
audible	ɔ:dəbl	459	@-eo@d-a@b-@l-	nonex搭不了
audience	ɔ:djəns	460	@-eo@d-@y-en@s-	nonex的因嘶
audit	ɔ:dit	461	@-eo@d-ei@t-	nonexnonexnonex
auditorium	ɔ:di@tɔ:riəm	462	@-eo@d-ei@t-eo@rw-ei@-	nonexnonex汤锐
augment	ɔ:ɡ@ment	463	@-eo@-@-@t-	nonexnonex
augur	ɔ:ɡə	464	@-eo@-a	nonex啊
augury	ɔ:ɡjuri	465	@-eo@-@y-u@rw-ei	nonex豫锐
august	ɔ:@ɡʌst	466	@-eo@-a@s-@t-	nonex啊嘶nonex
auspices	ɔ:spisiz	467	@-eo@s-@p-ei@s-ei@z-	nonex嘶胚nonexnonex
auspicious	ɔ:s@piʃəs	468	@-eo@s-@p-ei@sh-a@s-	nonex嘶胚霎嘶
austere	ɔs@tiə	469	@-eo@s-@t-ei	nonex嘶nonex
austerity	ɔs@teriti	470	@-eo@s-@t-e@rw-ei@t-ei	nonex嘶贪锐nonex
authentic	ɔ:@θentik	471	@-eo@s-@t-ei@k-	nonex嘶nonex磕
authenticity	ɔ:θen@tisiti	472	@-eo@s-@t-ei@s-ei@t-ei	nonex嘶nonexnonexnonex
authoritarian	ɔ:@θɔri@teəriən	473	@-eo@s-eo@rw-ei@t-e@-a@rw-	nonex桑锐贪啊入
authorization	ɔ:θərai@zeiʃən	474	@-eo@s-a@rw-ai@z-ei@sh-en	nonex刹nonex贼申
autobiography	ɔ:təbai@ɔɡrəfi	475	@-eo@t-a@b-ai@-eo@-@rw-a@f-ei	nonex他摆nonex若飞
autocracy	ɔ:@tɔkrəsi	476	@-eo@t-eo@k-@rw-a@s-ei	nonex汤磕若nonex
autocrat	ɔ:təukræt	477	@-eo@t-eu@k-@rw-e@t-	nonex偷磕软nonex
autonomous	ɔ:@tɔnəməs	478	@-eo@t-@-a@-a@s-	nonexnonex啊啊嘶
autonomy	ɔ:@tɔnəmi	479	@-eo@t-@-a@-ei	nonexnonex啊nonex
auxiliary	ɔ:ɡ@ziljəri	480	@-eo@-@z-ei@l-@y-a@rw-ei	nonex贼了丫锐
available	ə@veiləbl	481	@-a@v-ei@l-a@b-@l-	啊危垃不了
avalanche	ævə@lɑ:nʃ	482	@-e@v-a@l-@sh-	鳄戍了什
avant-garde	ævəŋ@ɡɑ:d	483	@-e@v-a@ng-@-a@d-	鳄戍nonex啊的
avarice	ævəris	484	@-e@v-a@rw-ei@s-	鳄戍锐嘶
avaricious	ævə@riʃəs	485	@-e@v-a@rw-ei@sh-a@s-	鳄戍锐霎嘶
avenge	ə@vendʒ	486	@-a@v-@d-@r-	啊nonex的nonex
aver	ə@və:	487	@-a@v-a	啊戍
averse	ə@və:s	488	@-a@v-a@s-	啊戍嘶
aversion	ə@və:ʃən	489	@-a@v-a@sh-en	啊戍申
avert	ə@və:t	490	@-a@v-a@t-	啊戍nonex
aviary	eivjəri	491	@-ei@v-@y-a@rw-ei	nonexnonex丫锐
avid	ævid	492	@-e@v-ei@d-	鳄危的
avoid	ə@vɔid	493	@-a@v-eo@d-	啊汪的
avow	ə@vau	494	@-a@v-ao	啊nonex
awe	ɔ:	495	@-eo	nonex
awe-inspiring	ɔ:in@spaiəriŋ	496	@-eo@-@s-@p-ai@-a@rw-ei@ng-	nonex嘶拍啊锐nonex
awkward	ɔ:kwəd	497	@-eo@k-@v-a@d-	nonex磕戍的
awl	ɔ:l	498	@-eo@l-	nonex了
awning	ɔ:niŋ	499	@-@-ei@ng-	nonexnonex
awry	ə@rai	500	@-a@rw-ai	啊nonex
axiom	æksiəm	501	@-e@k-@s-ei@-	鳄磕nonex
axis	æksis	502	@-e@k-@s-ei@s-	鳄磕nonex嘶
axle	æksl	503	@-e@k-@s-@l-	鳄磕嘶了
babble	bæbl	504	@b-e@b-@l-	掰不了
backdrop	bækdrɔp	505	@b-e@k-@d-@rw-eo@p-	掰磕的nonex扑
backhanded	bæk@hændid	506	@b-e@k-@h-e@d-ei@d-	掰磕还nonex的
backset	bækset	507	@b-e@k-@s-e@t-	掰磕三nonex
bacteria	bæk@tiəriə	508	@b-e@k-@t-ei@rw-ei	掰磕nonex锐
bacterium	bæk@tiəriəm	509	@b-e@k-@t-ei@rw-ei@-	掰磕nonex锐
badge	bædʒ	510	@b-e@d-@r-	掰的nonex
badger	bædʒə	511	@b-e@d-@r-a	掰的热
badinage	bædinɑ:ʒ	512	@b-e@d-@-a@r-	掰的啊nonex
bail	beil	513	@b-ei@l-	杯了
bait	beit	514	@b-ei@t-	杯nonex
bale	beil	515	@b-ei@l-	杯了
baleful	beilful	516	@b-ei@l-@f-u@l-	杯了夫了
balk	bɔ:lk	517	@b-eo@l-@k-	邦了磕
ballad	bæləd	518	@b-e@l-a@d-	掰垃的
ballast	bæləst	519	@b-e@l-a@s-@t-	掰垃嘶nonex
ballerina	bælə@ri:nə	520	@b-e@l-a@rw-@-a	掰垃入啊
balloon	bə@lu:n	521	@b-a@l-	八了
ballot	bælət	522	@b-e@l-a@t-	掰垃nonex
balm	bɑ:m	523	@b-a@-	八
balmy	bɑ:mi	524	@b-a@-ei	八nonex
ban	bɑ:n	525	@b-	不
banal	bə@nɑ:l	526	@b-en@-a@l-	奔啊了
band	bænd	527	@b-e@d-	掰的
bandage	bændidʒ	528	@b-e@d-ei@d-@r-	掰nonex的nonex
bane	bein	529	@b-	不
banish	bæniʃ	530	@b-e@-ei@sh-	掰nonex什
banister	bænistə	531	@b-e@-ei@s-@t-a	掰nonex嘶他
bankrupt	bæŋkrʌpt	532	@b-e@ng-@k-@rw-a@p-@t-	掰nonex磕若扑nonex
banquet	bæŋkwit	533	@b-e@ng-@k-@v-ei@t-	掰nonex磕危nonex
banter	bæntə	534	@b-e@t-a	掰他
bar	bɑ:(r)	535	@b-a@-@-	八
barb	bɑ:b	536	@b-a@b-	八不
barbarous	bɑ:bərəs	537	@b-a@b-a@rw-a@s-	八八若嘶
barbecue	bɑ:bikju:	538	@b-a@b-ei@k-@y-u	八杯磕豫
bard	bɑ:d	539	@b-a@d-	八的
bare	beə	540	@b-e@-a	掰啊
barefaced	beə@feist	541	@b-e@-a@f-ei@s-@t-	掰啊飞嘶nonex
bargain	bɑ:ɡin	542	@b-a@-	八
barge	bɑ:dʒ	543	@b-a@d-@r-	八的nonex
bark	bɑ:k	544	@b-a@k-	八磕
barn	bɑ:n	545	@b-	不
baroque	bə@rəuk	546	@b-a@rw-eu@k-	八nonex磕
barrage	bærɑ:ʒ	547	@b-e@rw-a@r-	掰若nonex
barren	bærən	548	@b-e@rw-en	掰nonex
barricade	bæri@keid	549	@b-e@rw-ei@k-ei@d-	掰锐nonex的
barrier	bæriə	550	@b-e@rw-ei	掰锐
barter	bɑ:tə	551	@b-a@t-a	八他
base	beis	552	@b-ei@s-	杯嘶
bask	bɑ:sk	553	@b-a@s-@k-	八嘶磕
baste	beist	554	@b-ei@s-@t-	杯嘶nonex
batch	bætʃ	555	@b-e@t-@sh-	掰nonex什
bathetic	bə@θetik	556	@b-a@s-e@t-ei@k-	八三nonex磕
baton	bætən	557	@b-e@t-en	掰疼
battalion	bə@tæljən	558	@b-a@t-e@l-@y-en	八贪了因
bauxite	bɔ:ksait	559	@b-eo@k-@s-ai@t-	邦磕腮nonex
bawdy	bɔ:di	560	@b-eo@d-ei	邦nonex
bazaar	bə@zɑ:	561	@b-a@z-a	八伸
beacon	bi:kən	562	@b-ei@k-en	杯肯
beam	bi:m	563	@b-ei@-	杯
bearing	beəriŋ	564	@b-e@-a@rw-ei@ng-	掰啊锐nonex
beat	bi:t	565	@b-ei@t-	杯nonex
bedeck	bi@dek	566	@b-ei@d-e@k-	杯丹磕
bedlam	bedləm	567	@b-e@d-@l-a@-	掰的垃
befuddlement	bi@fʌdəlmənt	568	@b-ei@f-a@d-a@l-@-en@t-	杯发搭了nonexnonex
begrudge	bi@ɡrʌdʒ	569	@b-ei@-@rw-a@d-@r-	杯若的nonex
beholder	bi@həuldə(r)	570	@b-ei@h-eu@l-@d-a@-@-	杯侯了搭
behoove	bi@həuv	571	@b-ei@h-eu@v-	杯侯nonex
belabor	bi@leibə	572	@b-ei@l-ei@b-a	杯雷八
belated	bi@leitid	573	@b-ei@l-ei@t-ei@d-	杯雷nonex的
beleaguer	bi@li:ɡə	574	@b-ei@l-ei@-a	杯雷啊
belie	bi@lai	575	@b-ei@l-ai	杯来
belittle	bi@litl	576	@b-ei@l-ei@t-@l-	杯雷nonex了
bellicose	beləkəus	577	@b-e@l-a@k-eu@s-	掰垃抠嘶
belligerence	bi@lidʒərəns	578	@b-ei@l-ei@d-@r-a@rw-en@s-	杯雷的热nonex嘶
bellwether	bel@weðə	579	@b-e@l-@v-e@z-a	掰了弯伸
bench	bentʃ	580	@b-@t-@sh-	不nonex什
bend	bend	581	@b-@d-	不的
benediction	beni@dikʃən	582	@b-@-ei@d-ei@k-@sh-en	不nonexnonex磕申
benefactor	benifæktə	583	@b-@-ei@f-e@k-@t-a	不nonex帆磕他
benevolent	bi@nevələnt	584	@b-@-e@v-a@l-en@t-	不鳄戍棱nonex
benign	bi@nain	585	@b-@-	不
benison	benizn	586	@b-@-ei@z-	不nonexnonex
bent	bent	587	@b-@t-	不nonex
bequeath	bi@kwi:ð	588	@b-ei@k-@v-ei@z-	杯磕危nonex
bequest	bi@kwest	589	@b-ei@k-@v-e@s-@t-	杯磕弯嘶nonex
berate	bi@reit	590	@b-ei@rw-ei@t-	杯锐nonex
bereft	bi@reft	591	@b-ei@rw-e@f-@t-	杯软肤nonex
beset	bi@set	592	@b-ei@s-e@t-	杯三nonex
besiege	bi@si:dʒ	593	@b-ei@s-ei@d-@r-	杯nonex的nonex
besmirch	bi@smə:tʃ	594	@b-ei@s-@-a@t-@sh-	杯嘶啊nonex什
bestial	bestjəl	595	@b-e@s-@t-@y-a@l-	掰嘶nonex丫了
bestow	bi@stəu	596	@b-ei@s-@t-eu	杯嘶偷
betray	bi@trei	597	@b-ei@t-@rw-ei	杯nonex锐
betroth	bi@trəuð	598	@b-ei@t-@rw-eu@z-	杯nonexnonexnonex
beverage	bevəridʒ	599	@b-e@v-a@rw-ei@d-@r-	掰戍锐的nonex
bewilder	bi@wildə	600	@b-ei@v-ei@l-@d-a	杯危了搭
bewildering	bi@wildəriŋ	601	@b-ei@v-ei@l-@d-a@rw-ei@ng-	杯危了搭锐nonex
bibliography	bibli@ɔɡrəfi	602	@b-ei@b-@l-ei@-eo@-@rw-a@f-ei	杯不雷nonex若飞
bibliophile	bibliəufail	603	@b-ei@b-@l-ei@-u@f-ai@l-	杯不雷无nonex了
bicker	bikə	604	@b-ei@k-a	杯劾
bid	bid	605	@b-ei@d-	杯的
bifurcate	baifə:keit	606	@b-ai@f-a@k-ei@t-	摆发nonexnonex
bigot	biɡət	607	@b-ei@-a@t-	杯啊nonex
bile	bail	608	@b-ai@l-	摆了
bilingual	bai@liŋɡwəl	609	@b-ai@l-ei@ng-@-@v-a@l-	摆雷nonex戍了
bilk	bilk	610	@b-ei@l-@k-	杯了磕
billowy	biləui	611	@b-ei@l-eu@-ei	杯娄nonex
bin	bin	612	@b-	不
biosphere	baiəsfiə	613	@b-ai@-a@s-@f-ei	摆啊嘶飞
biped	baiped	614	@b-ai@p-e@d-	摆攀的
bit	bit	615	@b-ei@t-	杯nonex
bizarre	bi@zɑ:	616	@b-ei@z-a	杯伸
blade	bleid	617	@b-@l-ei@d-	不雷的
blanch	blɑ:ntʃ	618	@b-@l-@t-@sh-	不了nonex什
bland	blænd	619	@b-@l-e@d-	不兰的
blandishment	blændiʃmənt	620	@b-@l-e@d-ei@sh-@-en@t-	不兰nonex什nonexnonex
blasphemy	blæsfimi	621	@b-@l-e@s-@f-ei@-ei	不兰嘶飞nonex
blast	blɑ:st	622	@b-@l-a@s-@t-	不垃嘶nonex
blatant	bleitənt	623	@b-@l-ei@t-en@t-	不雷疼nonex
blazon	bleizn	624	@b-@l-ei@z-	不雷nonex
bleach	bli:tʃ	625	@b-@l-ei@t-@sh-	不雷nonex什
bleak	bli:k	626	@b-@l-ei@k-	不雷磕
blemish	blemiʃ	627	@b-@l-e@-ei@sh-	不兰nonex什
blight	blait	628	@b-@l-ai@t-	不来nonex
blighted	blaitid	629	@b-@l-ai@t-ei@d-	不来nonex的
bliss	blis	630	@b-@l-ei@s-	不雷嘶
blissful	blisfuls	631	@b-@l-ei@s-@f-u@l-@s-	不雷嘶夫了嘶
blithe	blaið	632	@b-@l-ai@z-	不来nonex
blizzard	blizəd	633	@b-@l-ei@z-a@d-	不雷伸的
blockade	blɔ@keid	634	@b-@l-eo@k-ei@d-	不郎nonex的
blockage	blɔkidʒ	635	@b-@l-eo@k-ei@d-@r-	不郎nonex的nonex
blooming	blu:miŋ	636	@b-@l-u@-ei@ng-	不nonexnonexnonex
blotch	blɔtʃ	637	@b-@l-eo@t-@sh-	不郎nonex什
blowhard	bləuhɑ:d	638	@b-@l-eu@h-a@d-	不娄哈的
blue	blu:	639	@b-@l-u	不nonex
blueprint	blu:@print	640	@b-@l-u@p-@rw-@t-	不nonex扑入nonex
blunder	blʌndə	641	@b-@l-@d-a	不了搭
blunt	blʌnt	642	@b-@l-@t-	不了nonex
blur	blə:	643	@b-@l-a	不垃
blurb	blə:b	644	@b-@l-a@b-	不垃不
blurt	blə:t	645	@b-@l-a@t-	不垃nonex
blush	blʌʃ	646	@b-@l-a@sh-	不垃什
bluster	blʌstə	647	@b-@l-a@s-@t-a	不垃嘶他
blustering	blʌstəriŋ	648	@b-@l-a@s-@t-a@rw-ei@ng-	不垃嘶他锐nonex
boast	bəust	649	@b-eu@s-@t-	nonex嘶nonex
bodyguard	bɔdiɡɑ:d	650	@b-eo@d-ei@-a@d-	邦nonex啊的
bog	bɔɡ	651	@b-eo@-	邦
boggle	bɔɡl	652	@b-eo@-@l-	邦了
bogus	bəuɡəs	653	@b-eu@-a@s-	nonex啊嘶
boisterous	bɔistərəs	654	@b-eo@s-@t-a@rw-a@s-	邦嘶他若嘶
bolster	bəulstə	655	@b-eu@l-@s-@t-a	nonex了嘶他
bolt	bəult	656	@b-eu@l-@t-	nonex了nonex
bombast	bɔmbæst	657	@b-eo@-@b-e@s-@t-	邦掰嘶nonex
bombastic	bɔm@bæstik	658	@b-eo@-@b-e@s-@t-ei@k-	邦掰嘶nonex磕
bondage	bɔndidʒ	659	@b-@d-ei@d-@r-	不nonex的nonex
bonnet	bɔnit	660	@b-@-ei@t-	不nonexnonex
boom	bu:m	661	@b-u@-	补
boon	bu:n	662	@b-	不
boor	buə	663	@b-o	卜
boost	bu:st	664	@b-u@s-@t-	补嘶nonex
bootless	bu:tlis	665	@b-u@t-@l-ei@s-	补nonex雷嘶
bore	bɔ:	666	@b-eo	邦
boredom	bɔ:dəm	667	@b-eo@d-a@-	邦搭
boring	bɔ:riŋ	668	@b-eo@rw-ei@ng-	邦锐nonex
botany	bɔtəni	669	@b-eo@t-en@-ei	邦疼nonex
boulder	bəuldə	670	@b-eu@l-@d-a	nonex了搭
bouquet	bu(:)kei	671	@b-u@-@-@-@k-ei	补nonex
bourgeois	bə@dʒɔis	672	@b-a@d-@r-eo@s-	八的壤嘶
bout	baut	673	@b-ao@t-	包nonex
boycott	bɔikət	674	@b-eo@k-a@t-	邦劾nonex
brace	breis	675	@b-@rw-ei@s-	不锐嘶
bracelet	breislit	676	@b-@rw-ei@s-@l-ei@t-	不锐嘶雷nonex
bracing	breisiŋ	677	@b-@rw-ei@s-ei@ng-	不锐nonexnonex
bracket	brækit	678	@b-@rw-e@k-ei@t-	不软nonexnonex
brag	bræɡ	679	@b-@rw-e@-	不软
